,start_date,FIRE_SIZE_CLASS,category,cause,size,lat,lon,buinfdr,ercnfdr,icnfdr,scnfdr,u10,v10,t2m,blh,cape,lai_hv,lai_lv,slt
1945,1994-07-24,A,Natural,Natural,0.1,44.74994,-110.31742,,,,,,,,,,,,
1946,1995-03-16,B,Human,Debris and open burning,0.6,43.7644727,-89.39820205,,,,,,,,,,,,
1947,2004-07-05,A,Human,Equipment and vehicle use,0.1,38.31888888,-122.73111111,,,,,,,,,,,,
1948,2011-07-04,A,Human,Fireworks,0.1,46.44786,-120.4118,9.0,12.0,11.0,1.0,1.2640495300292969,4.821834564208984,290.84033203125,610.6644287109375,27.5625,4.832763671875,2.6014404296875,3.0
1949,1998-04-06,A,Human,Smoking,0.1,39.375,-78.2717,,,,,,,,,,,,
1950,2008-09-25,E,Human,Missing data/not specified/undetermined,400.0,33.425,-117.39166667,,,,,,,,,,,,
1951,2001-05-16,B,Human,Arson/incendiarism,0.42,31.7036,-81.4931,,,,,,,,,,,,
1952,2018-03-09,A,Human,Debris and open burning,0.25,34.10333333,-111.35277778,36.0,54.0,27.0,4.0,,,,,,,,
1953,1992-07-17,A,Natural,Natural,0.2,43.69083333,-121.94666667,,,,,,,,,,,,
1954,2010-04-21,B,Human,Missing data/not specified/undetermined,6.3,44.4819444,-83.5877778,9.0,11.0,11.0,1.0,0.2319040298461914,-1.7348957061767578,279.74627685546875,258.6903076171875,0.0,2.6932373046875,0.0,2.0
1955,1994-07-01,B,Natural,Natural,9.0,38.5166,-114.8842,,,,,,,,,,,,
1956,2006-02-05,C,Human,Debris and open burning,20.0,30.76611001,-86.25333,,,,,,,,,,,,
1957,2005-04-18,B,Human,Missing data/not specified/undetermined,0.3,47.8781,-95.0186,,,,,,,,,,,,
1958,2007-09-11,B,Human,Power generation/transmission/distribution,2.0,35.259867,-88.35419,,,,,,,,,,,,
1959,2016-08-21,B,Human,Arson/incendiarism,0.5,41.0261,-123.6528,45.0,60.0,45.0,6.0,,,,,,,,
1960,2002-02-16,A,Human,Arson/incendiarism,0.25,33.7102,-84.9387,,,,,,,,,,,,
1961,2014-09-17,A,Human,Missing data/not specified/undetermined,0.1,39.9013,-105.3458,9.0,5.0,16.0,2.0,,,,,,,,
1962,1992-02-04,B,Human,Arson/incendiarism,1.0,34.74664099,-88.40832548,,,,,,,,,,,,
1963,2013-09-06,B,Human,Missing data/not specified/undetermined,1.0,33.08575,-95.22326667,0.0,7.0,0.0,0.0,4.570586204528809,1.108245849609375,297.1044921875,447.81787109375,837.75,0.0,0.0,0.0
1964,1997-10-31,B,Human,Arson/incendiarism,2.0,36.9853,-82.5681,,,,,,,,,,,,
1965,2005-03-13,B,Human,Arson/incendiarism,1.0,31.0764,-89.8125,,,,,,,,,,,,
1966,2001-08-09,A,Natural,Natural,0.1,38.56805556,-119.59027778,,,,,,,,,,,,
1967,2008-10-26,A,Human,Smoking,0.1,43.17249436,-78.68287545,,,,,,,,,,,,
1968,2014-11-22,D,Human,Debris and open burning,109.0,37.90597745,-82.10615715,0.0,6.0,0.0,0.0,,,,,,,,
1969,1992-02-04,B,Missing data/not specified/undetermined,Missing data/not specified/undetermined,5.0,33.0875,-80.59166667,,,,,,,,,,,,
1970,2011-08-22,A,Natural,Natural,0.01,40.28083333,-105.31166667,0.0,0.0,0.0,0.0,2.0838623046875,9.984309196472168,297.57470703125,807.099365234375,308.5,0.0,0.0,0.0
1971,2017-11-07,A,Human,Missing data/not specified/undetermined,0.1,40.7292,-73.9499,3.0,1.0,2.0,1.0,,,,,,,,
1972,1994-04-07,E,Missing data/not specified/undetermined,Missing data/not specified/undetermined,960.0,33.07527923,-103.2911148,,,,,,,,,,,,
1973,2018-04-29,B,Human,Missing data/not specified/undetermined,0.8,43.18107,-90.7216,11.0,17.0,23.0,1.0,,,,,,,,
1974,1998-11-16,B,Human,Debris and open burning,1.0,37.9583,-78.65,,,,,,,,,,,,
1975,2001-06-15,C,Human,Arson/incendiarism,10.0,39.5707,-119.7602,,,,,,,,,,,,
1976,2013-07-12,A,Natural,Natural,0.1,39.5197,-107.6458,13.0,8.0,14.0,3.0,4.665384292602539,5.757139205932617,298.843994140625,813.7804565429688,815.625,0.0,0.0,0.0
1977,1997-09-16,C,Human,Equipment and vehicle use,10.0,45.6047,-106.8025,,,,,,,,,,,,
1978,1994-04-24,C,Human,Arson/incendiarism,20.0,37.625,-92.25833333,,,,,,,,,,,,
1979,2000-01-02,B,Human,Missing data/not specified/undetermined,2.0,35.8272,-92.1031,,,,,,,,,,,,
1980,1992-07-15,B,Human,Equipment and vehicle use,1.0,35.8583,-77.1783,,,,,,,,,,,,
1981,2006-12-14,B,Human,Debris and open burning,3.0,36.32029998,-91.50749998,,,,,,,,,,,,
1982,2005-06-10,A,Human,Missing data/not specified/undetermined,0.1,48.56138889,-118.63555556,,,,,,,,,,,,
1983,2012-02-25,B,Human,Debris and open burning,5.0,32.720288,-94.406204,10.0,15.0,11.0,1.0,8.328536987304688,8.287701606750488,293.5548095703125,946.1328735351562,0.0,0.0,0.0,0.0
1984,2013-04-29,B,Human,Missing data/not specified/undetermined,2.5,46.14947269,-92.78196923,0.0,13.0,0.0,0.0,-0.454254150390625,-0.37398815155029297,281.25311279296875,123.70284271240234,0.0,2.3555908203125,0.51898193359375,3.0
1985,2020-05-07,B,Human,Missing data/not specified/undetermined,1.0,43.39287,-83.98601,8.0,8.0,5.0,1.0,,,,,,,,
1986,2006-07-15,B,Natural,Natural,2.0,34.37978314,-94.86676721,,,,,,,,,,,,
1987,2017-11-30,C,Human,Debris and open burning,10.0,37.70264587,-81.74507141,0.0,7.0,0.0,0.0,,,,,,,,
1988,2005-09-28,C,Human,Missing data/not specified/undetermined,30.0,34.300109,-118.84561,,,,,,,,,,,,
1989,2000-04-27,B,Human,Debris and open burning,2.0,35.9583,-85.2317,,,,,,,,,,,,
1990,1999-05-10,B,Human,Railroad operations and maintenance,0.4,30.83,-88.3694,,,,,,,,,,,,
1991,2012-09-08,B,Human,Missing data/not specified/undetermined,1.0,39.3625,-105.08861111,32.0,55.0,23.0,3.0,-5.632016181945801,1.086029052734375,298.14208984375,644.6832275390625,63.125,0.0,0.0,0.0
1992,2015-03-28,B,Human,Recreation and ceremony,1.5,46.35956586,-94.26207373,11.0,16.0,21.0,1.0,,,,,,,,
1993,2020-07-24,B,Human,Recreation and ceremony,0.3,44.30202549,-121.59651407,44.0,56.0,37.0,6.0,,,,,,,,
1994,1994-03-09,B,Human,Debris and open burning,0.26,32.7494,-82.0323,,,,,,,,,,,,
1995,2016-05-10,B,Human,Debris and open burning,6.1,32.558334,-81.070557,17.0,22.0,12.0,2.0,,,,,,,,
1996,1999-06-20,B,Human,Equipment and vehicle use,0.5,35.42168,-115.75254,,,,,,,,,,,,
1997,2015-04-30,A,Human,Equipment and vehicle use,0.1,45.80557,-92.08116,0.0,13.0,0.0,0.0,,,,,,,,
1998,2005-08-30,F,Human,Equipment and vehicle use,1000.0,36.24694444,-120.275,,,,,,,,,,,,
1999,2014-03-26,B,Human,Missing data/not specified/undetermined,5.0,33.335255,-86.474192,18.0,23.0,12.0,2.0,,,,,,,,
2000,2008-11-02,A,Missing data/not specified/undetermined,Missing data/not specified/undetermined,0.1,35.28892,-82.4886,,,,,,,,,,,,
2001,2001-11-17,B,Human,Arson/incendiarism,4.0,34.6667,-79.2167,,,,,,,,,,,,
2002,2011-08-03,B,Natural,Natural,5.0,35.458433,-100.177803,8.0,4.0,9.0,2.0,4.51600456237793,6.2908172607421875,298.29833984375,668.7227172851562,1304.5,0.0,0.0,0.0
2003,2006-05-12,B,Natural,Natural,1.0,30.33417001,-85.98528,,,,,,,,,,,,
2004,2006-07-18,B,Natural,Natural,6.8,45.4522,-101.1168,,,,,,,,,,,,
2005,2012-12-21,B,Human,Debris and open burning,3.7,32.65831,-92.99667,16.0,19.0,15.0,2.0,0.2660503387451172,1.15496826171875,291.70489501953125,736.2689819335938,0.0,0.0,0.0,0.0
2006,2010-03-08,B,Human,Arson/incendiarism,1.0,32.38785,-85.476518,8.0,8.0,4.0,1.0,7.0914154052734375,-3.1309661865234375,289.7047119140625,1616.226318359375,6.5625,0.0,0.0,0.0
2007,2015-07-31,B,Natural,Natural,2.0,61.035,-159.076666,4.0,1.0,3.0,2.0,,,,,,,,
2008,2019-03-26,C,Human,Debris and open burning,10.0,32.97361111,-90.19805556,8.0,9.0,11.0,1.0,,,,,,,,
2009,1995-05-20,B,Human,Missing data/not specified/undetermined,1.0,36.7,-119.81694444,,,,,,,,,,,,
2010,2016-03-30,B,Human,Equipment and vehicle use,7.5,42.0324,-76.7925,10.0,15.0,21.0,1.0,,,,,,,,
2011,2005-04-09,B,Human,Missing data/not specified/undetermined,1.03,43.18030741,-78.03937809,,,,,,,,,,,,
2012,2011-03-07,B,Human,Missing data/not specified/undetermined,1.0,29.5464345,-98.3155637,45.0,40.0,29.0,9.0,-5.919894218444824,-0.13802051544189453,292.388671875,907.5462036132812,0.5,0.0,0.0,0.0
2013,1995-03-25,C,Human,Arson/incendiarism,23.0,34.88669498,-88.9138415,,,,,,,,,,,,
2014,2012-03-10,C,Human,Debris and open burning,20.0,42.78897,-100.8531,32.0,13.0,20.0,13.0,-5.3142242431640625,-3.2021236419677734,275.1383056640625,811.4700317382812,0.0,0.0,0.0,0.0
2015,2002-06-20,C,Human,Arson/incendiarism,30.0,34.4667,-79.6833,,,,,,,,,,,,
2016,2000-05-31,A,Human,Debris and open burning,0.1,27.3189,-81.26,,,,,,,,,,,,
2017,2002-04-16,C,Human,Arson/incendiarism,15.5,35.21,-87.6467,,,,,,,,,,,,
2018,1999-09-07,B,Human,Debris and open burning,1.0,46.32574,-124.03927,,,,,,,,,,,,
2019,1994-05-14,B,Missing data/not specified/undetermined,Missing data/not specified/undetermined,1.0,43.68333333,-70.25,,,,,,,,,,,,
2020,1996-05-30,A,Human,Fireworks,0.1,63.33205,-142.9871,,,,,,,,,,,,
2021,2004-06-24,B,Human,Equipment and vehicle use,4.0,37.23611111,-120.24305555,,,,,,,,,,,,
2022,2018-01-28,B,Human,Debris and open burning,0.67,31.79793611,-82.54329444,0.0,0.0,0.0,0.0,,,,,,,,
2023,2015-07-20,A,Human,Missing data/not specified/undetermined,0.1,47.26833333,-115.29222222,31.0,31.0,30.0,5.0,,,,,,,,
2024,2011-04-28,A,Missing data/not specified/undetermined,Missing data/not specified/undetermined,0.1,20.9085789,-156.2359161,0.0,0.0,0.0,0.0,-9.629297256469727,-0.9688405990600586,296.86492919921875,838.10693359375,505.8125,0.0,0.0,0.0
2025,1996-02-24,B,Human,Arson/incendiarism,5.43,34.4299,-84.2611,,,,,,,,,,,,
2026,1997-10-25,A,Human,Arson/incendiarism,0.1,36.2217,-76.375,,,,,,,,,,,,
2027,2017-02-15,B,Human,Debris and open burning,3.0,37.859001,-82.926003,0.0,7.0,0.0,0.0,,,,,,,,
2028,2015-04-16,B,Human,Equipment and vehicle use,2.0,42.433186,-71.917455,8.0,9.0,6.0,1.0,,,,,,,,
2029,2008-11-30,B,Human,Debris and open burning,0.5,30.21542,-99.30333,,,,,,,,,,,,
2030,2006-12-26,D,Human,Equipment and vehicle use,100.0,32.39481,-102.37419999,,,,,,,,,,,,
2031,1994-03-06,C,Human,Debris and open burning,19.5,32.27308,-87.29219,,,,,,,,,,,,
2032,2016-06-04,A,Human,Debris and open burning,0.1,41.2184,-73.7179,0.0,0.0,0.0,0.0,,,,,,,,
2033,1992-10-24,A,Human,Recreation and ceremony,0.1,43.235,-122.055,,,,,,,,,,,,
2034,2001-01-26,B,Human,Equipment and vehicle use,0.5,32.1719,-87.0553,,,,,,,,,,,,
2035,2015-07-18,A,Human,Arson/incendiarism,0.1,44.2784,-73.9769,0.0,0.0,0.0,0.0,,,,,,,,
2036,1999-07-05,A,Natural,Natural,0.1,33.33527778,-108.76805556,,,,,,,,,,,,
2037,2011-07-18,A,Missing data/not specified/undetermined,Missing data/not specified/undetermined,0.1,37.35077,-108.557079,9.0,4.0,11.0,3.0,0.9092426300048828,4.363431930541992,298.13720703125,1426.7110595703125,4.5,0.0,0.0,0.0
2038,2007-03-27,B,Human,Arson/incendiarism,3.0,34.40633,-94.62033,,,,,,,,,,,,
2039,1992-05-26,B,Human,Missing data/not specified/undetermined,1.0,44.84775737,-84.3630729,,,,,,,,,,,,
2040,2018-01-08,A,Human,Arson/incendiarism,0.15,34.916545,-79.762264,20.0,32.0,7.0,2.0,,,,,,,,
2041,1997-04-12,B,Human,Equipment and vehicle use,1.0,45.405713,-93.568817,,,,,,,,,,,,
2042,2004-08-27,A,Human,Missing data/not specified/undetermined,0.01,42.73398,-123.41855,,,,,,,,,,,,
2043,2003-01-18,A,Human,Debris and open burning,0.1,30.65000001,-85.46667001,,,,,,,,,,,,
2044,2008-03-17,C,Human,Equipment and vehicle use,15.0,30.392373,-88.183368,,,,,,,,,,,,
2045,2014-03-11,C,Human,Debris and open burning,10.0,36.28773,-91.75734,9.0,11.0,17.0,1.0,,,,,,,,
2046,2009-04-20,B,Human,Equipment and vehicle use,5.0,28.85861,-82.39777,,,,,,,,,,,,
2047,1995-02-03,C,Human,Debris and open burning,20.0,33.58032,-86.08326,,,,,,,,,,,,
2048,1998-07-01,B,Human,Arson/incendiarism,0.7,32.9036,-81.7875,,,,,,,,,,,,
2049,1996-07-10,B,Human,Fireworks,1.6,41.62336,-87.22185,,,,,,,,,,,,
2050,2006-03-01,B,Human,Debris and open burning,1.0,32.23179999,-95.36626998,,,,,,,,,,,,
2051,2018-12-20,A,Human,Missing data/not specified/undetermined,0.1,34.19361,-112.812,15.0,34.0,17.0,1.0,,,,,,,,
2052,1998-01-29,B,Human,Debris and open burning,0.5,36.445,-94.8183,,,,,,,,,,,,
2053,2004-03-13,B,Human,Debris and open burning,0.5,35.2333,-80.5167,,,,,,,,,,,,
2054,1998-04-06,A,Human,Debris and open burning,0.1,38.0833,-77.6717,,,,,,,,,,,,
2055,2002-11-15,A,Human,Debris and open burning,0.1,24.6592,-81.3611,,,,,,,,,,,,
2056,1999-12-28,B,Human,Debris and open burning,2.0,32.3892,-81.8108,,,,,,,,,,,,
2057,2009-08-25,D,Human,Debris and open burning,100.0,31.8476279,-97.88035062,,,,,,,,,,,,
2058,2017-09-05,C,Human,Power generation/transmission/distribution,34.4,45.9416,-106.9073,12.0,11.0,13.0,2.0,,,,,,,,
2059,2002-06-02,A,Natural,Natural,0.1,45.1853,-101.0888,,,,,,,,,,,,
2060,2020-05-29,A,Natural,Natural,0.1,43.53139559,-120.07181368,9.0,10.0,10.0,1.0,,,,,,,,
2061,2011-11-06,B,Human,Debris and open burning,2.0,37.66296,-83.2607,0.0,6.0,0.0,0.0,-7.4943695068359375,-5.860992431640625,288.118896484375,1611.7379150390625,8.25,0.0,0.0,0.0
2062,2007-05-18,C,Human,Debris and open burning,24.0,44.1425,-86.1225,,,,,,,,,,,,
2063,2015-04-01,A,Human,Arson/incendiarism,0.1,35.800083,-82.01915,0.0,17.0,0.0,0.0,,,,,,,,
2064,2003-01-25,B,Human,Missing data/not specified/undetermined,1.0,36.24528741,-91.06085793,,,,,,,,,,,,
2065,2008-07-30,C,Human,Debris and open burning,40.0,31.72515,-96.41157,,,,,,,,,,,,
2066,2016-09-12,C,Human,Debris and open burning,13.0,34.29513097,-88.54011144,0.0,7.0,0.0,0.0,,,,,,,,
2067,1999-12-27,B,Human,Arson/incendiarism,3.0,30.88604283,-89.68169263,,,,,,,,,,,,
2068,2004-04-24,A,Human,Misuse of fire by a minor,0.1,30.37499999,-86.23694001,,,,,,,,,,,,
2069,1993-05-05,A,Human,Debris and open burning,0.1,46.166128,-92.980738,,,,,,,,,,,,
2070,2001-11-11,A,Human,Missing data/not specified/undetermined,0.1,42.97711438,-78.51274535,,,,,,,,,,,,
2071,2004-11-11,A,Human,Missing data/not specified/undetermined,0.1,40.69282981,-73.91591973,,,,,,,,,,,,
2072,2003-08-11,A,Natural,Natural,0.2,37.0,-108.0006,,,,,,,,,,,,
2073,2005-06-24,B,Human,Debris and open burning,2.0,29.76980002,-98.35082001,,,,,,,,,,,,
2074,2005-09-29,B,Natural,Natural,1.5,48.92166667,-117.55388889,,,,,,,,,,,,
2075,2001-08-05,B,Natural,Natural,0.5,38.43242,-105.2781,,,,,,,,,,,,
2076,2010-09-23,B,Human,Arson/incendiarism,1.0,34.91666667,-95.625,6.0,2.0,6.0,2.0,0.480194091796875,-0.5040102005004883,296.9755859375,1701.1573486328125,0.0625,0.0,0.0,0.0
2077,2015-09-08,A,Natural,Natural,0.1,32.86666667,-116.45,0.0,0.0,0.0,0.0,,,,,,,,
2078,2018-06-05,A,Human,Debris and open burning,0.1,46.94816902,-96.16391907,5.0,3.0,4.0,1.0,,,,,,,,
2079,1992-07-06,A,Human,Smoking,0.1,33.80888888,-117.12888888,,,,,,,,,,,,
2080,2020-03-20,A,Human,Missing data/not specified/undetermined,0.1,35.033966,-114.574139,0.0,0.0,0.0,0.0,,,,,,,,
2081,1995-05-22,B,Human,Railroad operations and maintenance,3.0,28.57,-82.31,,,,,,,,,,,,
2082,2012-09-25,B,Human,Missing data/not specified/undetermined,1.0,39.239748,-123.188352,41.0,60.0,41.0,5.0,-0.5410919189453125,-6.20965576171875,293.047119140625,1259.6380615234375,0.0,0.0,0.0,0.0
2083,2006-03-17,B,Human,Smoking,2.5,39.31888999,-77.18110998,,,,,,,,,,,,
2084,2016-04-15,B,Human,Arson/incendiarism,0.75,41.709167,-71.015833,10.0,15.0,22.0,1.0,,,,,,,,
2085,2009-03-30,B,Human,Debris and open burning,7.0,36.33105,-91.09248,,,,,,,,,,,,
2086,2006-11-26,B,Human,Power generation/transmission/distribution,8.0,36.6133,-96.0086,,,,,,,,,,,,
2087,1992-04-17,A,Missing data/not specified/undetermined,Missing data/not specified/undetermined,0.1,33.2625,-81.27916667,,,,,,,,,,,,
2088,1992-07-13,C,Human,Arson/incendiarism,28.0,46.2499,-119.4845,,,,,,,,,,,,
2089,2006-06-11,A,Human,Missing data/not specified/undetermined,0.1,41.41304452,-74.42114651,,,,,,,,,,,,
2090,2014-07-31,A,Natural,Natural,0.2,35.23166667,-111.73361111,15.0,17.0,14.0,2.0,,,,,,,,
2091,2018-07-15,D,Natural,Natural,154.0,42.85388889,-122.58861111,39.0,53.0,27.0,5.0,,,,,,,,
2092,2018-03-24,B,Human,Debris and open burning,6.0,32.88334,-101.13227,18.0,12.0,12.0,4.0,,,,,,,,
2093,1996-09-07,B,Human,Equipment and vehicle use,0.3,32.3723,-82.1954,,,,,,,,,,,,
2094,2005-06-25,B,Natural,Natural,2.6,38.59130186,-111.48929858,,,,,,,,,,,,
2095,1998-01-20,C,Human,Missing data/not specified/undetermined,40.0,30.5761,-92.9703,,,,,,,,,,,,
2096,2015-01-21,A,Human,Missing data/not specified/undetermined,0.01,40.3828,-104.6901,0.0,0.0,0.0,0.0,,,,,,,,
2097,2013-03-06,B,Human,Debris and open burning,0.5,32.901209,-95.597534,8.0,9.0,6.0,1.0,7.1386566162109375,1.3024444580078125,289.860107421875,1472.30419921875,2.046875,0.0,0.0,0.0
2098,2013-11-16,A,Human,Debris and open burning,0.2,32.1745585,-95.9965199,0.0,0.0,0.0,0.0,-8.64562702178955,-2.899618148803711,293.92352294921875,1576.351318359375,7.75,0.0,0.0,0.0
2099,1992-06-24,A,Human,Missing data/not specified/undetermined,0.1,33.0167,-111.634,,,,,,,,,,,,
2100,2020-05-18,A,Human,Equipment and vehicle use,0.1,61.54479466,-149.60171128,4.0,2.0,3.0,1.0,,,,,,,,
2101,2013-06-03,B,Human,Equipment and vehicle use,5.0,36.923767,-120.101517,15.0,11.0,19.0,3.0,2.89656925201416,6.409332275390625,295.87744140625,929.5189208984375,1.375,0.0,0.0,0.0
2102,2017-05-05,B,Human,Arson/incendiarism,1.0,48.55087618,-96.4950306,11.0,16.0,26.0,1.0,,,,,,,,
2103,2006-07-07,A,Natural,Natural,0.1,46.50027778,-114.68583333,,,,,,,,,,,,
2104,2008-08-26,A,Human,Missing data/not specified/undetermined,0.15,45.15536,-89.1495,,,,,,,,,,,,
2105,2002-08-28,A,Human,Missing data/not specified/undetermined,0.1,42.90938203,-78.76675298,,,,,,,,,,,,
